Analysis Run Date,Selected Stock,Current EGP Price,Recommendation,Undervalued (Yes/No),Golden Cross (Yes/No),Death Cross (Yes/No),Diamond Cross (20>50) (Yes/No),RSI (%),Volume Multiplier (vs 1Y),Buy Volume Multiplier (vs 2-Month),Optimal Entry Price,Stop Loss,Take Profit 1,Take Profit 2,Take Profit 3,Index Membership,Implied Fair Value (EGP),Fair Value Method,Support,Resistance,P/E Ratio (TTM),EPS (TTM),MACD Bullish (Yes/No),ADX,ADX +DI,ADX -DI,MFI,BB Squeeze,ADL,ChartScanAI Signal,ChartScanAI Confidence,ChartScanAI Recommendation,Score,Score %,Score - Trend,Score - MACD,Score - RSI,Score - Volume,Score - ADI,Score - Support
2026-08-11,ZEOT,12.95,Watch,No,Yes,No,Yes,63.99,0.948,0.0,12.34,11.5378,13.1767,13.3284,13.3406,EGX70,,,10.4,12.3,,,Yes,,,,,,,,,,,,,,,,,
2026-08-11,BIOC,550.0,Watch,Yes,Yes,No,Yes,84.71,3.432,0.0,339.785,271.156,551.8002,657.8078,601.8358,EGX70,15348.4214,Blended (Graham+PE),70.0,74.2,0.16,2457.1221,Yes,,,,,,,,,,,,,,,,,
2026-08-11,IFAP,21.99,Watch,No,Yes,No,Yes,76.0,1.848,0.0,20.48,19.51,22.2233,23.0949,22.6348,EGX70,20.9493,USD-Comparison (fallback),19.51,22.2,,,Yes,,,,,,,,,,,,,,,,,
2026-08-11,ICFC,16.9,Watch,Yes,Yes,No,Yes,70.22,2.41,0.0,15.9069,15.43,17.9833,19.0215,18.4734,EGX70,16.3524,USD-Comparison (fallback),15.43,16.19,,,Yes,,,,,,,,,,,,,,,,,
2026-08-11,ISMA,34.76,Watch,No,Yes,No,Yes,78.57,1.714,0.0,31.72,30.6,36.1333,42.2933,46.3323,EGX70,29.9434,USD-Comparison (fallback),26.54,32.7,,,Yes,,,,,,,,,,,,,,,,,
2026-08-11,LCSW,35.0,Watch,Yes,Yes,No,Yes,56.87,1.353,0.0,34.356,31.1087,36.5522,37.3963,38.3133,EGX70,64.179,Blended (Graham+PE),30.2,37.0,10.05,3.3846,No,,,,,,,,,,,,,,,,,
2026-08-11,MPCO,2.23,Watch,No,Yes,No,Yes,76.75,2.495,0.0,2.0,1.9404,2.5267,2.79,2.651,EGX70,1.9341,USD-Comparison (fallback),1.82,2.04,,,Yes,,,,,,,,,,,,,,,,,
2026-08-11,ATQA,10.97,Watch,Yes,Yes,No,Yes,76.91,4.968,0.0,10.34,10.0562,11.74,12.44,12.0704,EGX70,10.164,USD-Comparison (fallback),9.73,10.26,,,Yes,,,,,,,,,,,,,,,,,
2026-08-11,MTIE,11.24,Watch,No,Yes,No,Yes,78.97,1.475,0.0,10.305,10.1789,11.3688,11.9007,11.6199,EGX70,7.316,Blended (Graham+PE),9.3,9.75,16.2,0.6789,Yes,,,,,,,,,,,,,,,,,
2026-08-11,RACC,10.14,Watch,No,Yes,No,Yes,52.24,0.775,0.0,10.001,9.9636,10.3094,10.6503,10.7033,EGX70,9.8217,USD-Comparison (fallback),9.91,10.26,,,No,,,,,,,,,,,,,,,,,
2026-08-11,SKPC,16.57,Hold,No,Yes,No,No,56.36,0.571,0.0,16.293,16.2736,16.72,16.8736,16.9506,EGX70,5.3701,Blended (Graham+PE),16.66,16.77,48.73,0.3425,Yes,,,,,,,,,,,,,,,,,
2026-08-11,SCEM,98.38,Watch,Yes,Yes,No,Yes,78.07,9.177,0.0,82.3236,76.75,103.1667,129.8767,148.042,EGX70,591.9703,Blended (Graham+PE),76.75,87.99,0.99,80.1686,Yes,,,,,,,,,,,,,,,,,
2026-08-11,OCDI,34.4,Watch,No,Yes,No,Yes,82.61,5.233,0.0,30.745,28.5169,36.71,39.6925,38.1177,EGX70,24.8581,Blended (Graham+PE),26.6,28.7,14.65,2.0888,Yes,,,,,,,,,,,,,,,,,
2026-08-11,SVCE,11.26,Watch,Yes,Yes,No,Yes,79.34,8.348,0.0,10.2293,9.06,11.4933,12.1253,11.7916,EGX70,16.0299,Blended (Graham+PE),9.06,9.75,7.38,1.2562,Yes,,,,,,,,,,,,,,,,,
2026-08-11,MOED,0.689,Avoid,Yes,No,Yes,No,46.5,1.286,0.0,,,,,,EGX70,0.6811,USD-Comparison (fallback),0.651,0.721,,,No,,,,,,,,,,,,,,,,,
2026-08-11,RREI,4.67,Watch,No,Yes,No,Yes,62.92,2.155,0.0,4.52,3.7589,4.9278,5.1195,5.2367,UNINDEX,,,3.72,4.98,,,Yes,,,,,,,,,,,,,,,,,
2026-08-11,ADIB,54.0,Watch,Yes,Yes,No,Yes,68.03,0.652,0.0,51.721,48.2733,54.8285,55.1533,56.2023,EGX30,130.428,Blended (Graham+PE),46.02,53.4,3.88,13.6522,Yes,,,,,,,,,,,,,,,,,
2026-08-11,MFPC,37.69,Hold,Yes,Yes,No,No,52.74,1.143,0.0,37.446,36.1102,38.25,38.5248,38.5567,EGX70,44.8752,Blended (Graham+PE),35.7739,37.89,9.12,4.0548,Yes,,,,,,,,,,,,,,,,,
2026-08-11,NCCW,5.91,Buy,Yes,Yes,No,Yes,57.3,1.939,0.0,5.82,5.204,6.0126,6.2083,6.2624,EGX70,6.4786,USD-Comparison (fallback),5.82,6.4,,,Yes,,,,,,,,,,,,,,,,,
2026-08-11,EALR,385.0,Watch,No,Yes,No,Yes,56.27,5.915,0.0,383.6961,360.0,395.5058,423.2347,436.6533,UNINDEX,369.7773,USD-Comparison (fallback),360.0,380.0,487.16,0.7903,Yes,,,,,,,,,,,,,,,,,
2026-08-11,AALR,297.28,Watch,No,Yes,No,Yes,66.8,2.757,0.0,281.9987,221.6915,307.9633,308.8515,316.4179,UNINDEX,,,200.0,317.99,,,Yes,,,,,,,,,,,,,,,,,
2026-08-11,KABO,8.52,Watch,No,Yes,No,Yes,64.83,2.241,0.0,8.2568,7.8064,8.7551,8.8606,9.2333,EGX70,,,7.75,8.9,,,No,,,,,,,,,,,,,,,,,
2026-08-11,MCRO,1.58,Watch,No,Yes,No,Yes,63.33,4.814,0.0,1.4942,1.4683,1.5828,1.6477,1.66,EGX70,0.526,Blended (Graham+PE),1.32,1.57,36.1,0.041,Yes,,,,,,,,,,,,,,,,,
2026-08-11,GGCC,1.18,Watch,No,Yes,No,Yes,82.0,1.87,0.0,0.9015,0.805,1.2073,1.2384,1.6633,UNINDEX,,,0.805,0.94,17.1,0.069,Yes,,,,,,,,,,,,,,,,,
2026-08-11,INEG,0.535,Avoid,Yes,No,Yes,Yes,61.57,2.233,0.0,,,,,,UNINDEX,0.5373,USD-Comparison (fallback),0.507,0.53,,,No,,,,,,,,,,,,,,,,,
2026-08-11,CPCI,552.62,Watch,No,Yes,No,Yes,73.74,4.427,0.0,518.5,472.3435,574.9967,693.9967,761.0364,UNINDEX,,,440.01,512.0,,,Yes,,,,,,,,,,,,,,,,,
2026-08-11,AXPH,1343.56,Watch,No,Yes,No,Yes,70.87,3.594,0.0,1290.78,1167.0906,1371.9165,1468.5167,1721.3967,UNINDEX,,,1122.0,1275.0,,,Yes,,,,,,,,,,,,,,,,,
2026-08-11,MBSC,318.01,Watch,Yes,Yes,No,Yes,88.3,9.795,0.0,274.76,249.1856,,,,UNINDEX,344.6206,Blended (Graham+PE),249.1856,255.5774,7.38,34.4582,Yes,,,,,,,,,,,,,,,,,
2026-08-11,MILS,192.0,Watch,No,Yes,No,Yes,58.95,4.482,0.0,183.1901,177.1624,208.4527,220.6337,224.8967,UNINDEX,,,127.01,197.49,,,No,,,,,,,,,,,,,,,,,
2026-08-11,ZMID,7.65,Watch,No,Yes,No,Yes,65.27,1.291,0.0,7.4225,7.072,7.7947,7.8167,7.9591,EGX70,6.1961,Blended (Graham+PE),6.19,7.79,12.58,0.5762,No,,,,,,,,,,,,,,,,,
2026-08-11,AMIA,12.8,Watch,No,Yes,No,Yes,72.1,0.373,0.0,11.1,9.4033,13.4067,13.9949,16.3367,EGX70,,,8.74,13.5,14.27,0.8969,Yes,,,,,,,,,,,,,,,,,
2026-08-11,MISR,5.51,Watch,No,Yes,No,Yes,48.33,0.0,0.0,5.42,5.3534,5.69,5.7031,5.7669,UNINDEX,5.4922,USD-Comparison (fallback),,5.56,,-0.0875,No,,,,,,,,,,,,,,,,,
2026-08-11,MPCI,402.0,Watch,No,Yes,No,Yes,84.3,2.485,0.0,348.66,316.59,,,,EGX70,,,204.36,339.0,17.65,22.7816,Yes,,,,,,,,,,,,,,,,,
2026-08-11,TALM,18.5,Watch,No,Yes,No,Yes,64.47,1.637,0.0,17.7295,17.6244,19.0869,19.6033,19.8044,EGX70,16.7173,Blended (Graham+PE),15.68,19.59,9.64,1.8882,Yes,,,,,,,,,,,,,,,,,
2026-08-11,LUTS,0.94,Watch,No,Yes,No,Yes,85.8,9.489,0.0,0.753,0.687,,,,UNINDEX,0.7305,USD-Comparison (fallback),0.687,0.778,,,Yes,,,,,,,,,,,,,,,,,
2026-08-11,INFI,168.0,Watch,No,Yes,No,Yes,80.8,6.687,0.0,142.8153,121.0125,,,,UNINDEX,,,114.25,136.77,,,Yes,,,,,,,,,,,,,,,,,
2026-08-11,EPCO,12.71,Watch,No,Yes,No,Yes,78.58,1.543,0.0,11.22,10.4893,13.44,16.61,18.669,UNINDEX,,,10.32,11.74,,,Yes,,,,,,,,,,,,,,,,,
2026-08-11,EGAS,60.0,Watch,Yes,Yes,No,Yes,71.39,3.071,0.0,58.1,50.0,62.0507,64.6233,67.1152,EGX33,62.3175,Blended (Graham+PE),50.0,67.7,11.54,5.1255,Yes,,,,,,,,,,,,,,,,,
2026-08-11,MASR,7.51,Watch,Yes,Yes,No,Yes,37.41,2.842,0.0,7.4249,7.31,8.3951,8.5388,8.58,EGX33,25.9091,Blended (Graham+PE),7.79,8.51,2.97,2.7052,No,,,,,,,,,,,,,,,,,
2026-08-11,OLFI,23.8,Avoid,Yes,No,Yes,Yes,54.18,2.604,0.0,,,,,,EGX33,36.2955,Blended (Graham+PE),22.25,23.95,5.53,4.5048,Yes,,,,,,,,,,,,,,,,,
2026-08-11,ORHD,42.3,Watch,Yes,Yes,No,Yes,62.51,0.624,0.0,41.0,39.1647,42.4633,43.3098,45.6033,EGX30,121.8401,Blended (Graham+PE),38.4,39.7,2.94,14.3091,Yes,,,,,,,,,,,,,,,,,
2026-08-11,MBEG,5.56,Watch,No,Yes,No,Yes,74.16,0.633,0.0,4.87,4.5171,5.6516,6.0033,6.4362,UNINDEX,,,4.14,4.65,,,Yes,,,,,,,,,,,,,,,,,
2026-08-12,AMOC,9.55,Watch,Yes,Yes,No,Yes,70.48,1.159,1.639,8.9298,8.6591,9.7413,9.9233,11.3133,EGX30,12.2161,Blended (Graham+PE),8.24,9.77,7.83,1.2009,Yes,,,,,,,,,,,,,,,,,
2026-08-12,ARCC,75.0,Watch,Yes,Yes,No,Yes,83.77,11.483,16.07,72.96,60.4044,,,,EGX30,521.6513,Blended (Graham+PE),55.4,58.5,1.0,76.2944,Yes,,,,,,,,,,,,,,,,,
2026-08-12,EFID,32.0,Watch,No,Yes,No,Yes,74.39,1.076,0.848,29.7,27.7419,32.3233,32.6551,33.7839,EGX30,24.4234,Blended (Graham+PE),27.49,31.5318,11.77,2.6752,Yes,,,,,,,,,,,,,,,,,
2026-08-12,EFIH,23.57,Watch,No,Yes,No,Yes,55.04,2.149,1.787,23.5373,22.7194,23.7306,24.3367,24.6061,EGX30,7.1092,Blended (Graham+PE),22.15,24.0,35.42,0.6691,Yes,,,,,,,,,,,,,,,,,
2026-08-12,EGAL,335.25,Watch,Yes,Yes,No,Yes,75.62,5.087,13.963,324.0,295.6519,355.5967,371.395,363.0535,EGX30,681.4156,Blended (Graham+PE),294.5,334.9,3.96,83.3836,Yes,,,,,,,,,,,,,,,,,
2026-08-12,ISPH,13.65,Watch,Yes,Yes,No,Yes,61.05,1.157,0.0,13.4456,12.4904,14.6847,15.3042,14.9771,EGX30,30.7154,Blended (Graham+PE),11.3,16.93,3.67,3.814,Yes,,,,,,,,,,,,,,,,,
2026-08-12,JUFO,27.0,Buy,No,Yes,No,Yes,68.85,1.69,2.19,26.51,23.4708,27.9302,29.1253,30.1243,EGX30,22.4327,Blended (Graham+PE),26.51,27.6942,12.39,2.1468,Yes,,,,,,,,,,,,,,,,,
2026-08-12,MCQE,259.5,Watch,Yes,Yes,No,Yes,88.95,4.53,12.392,233.665,188.01,,,,EGX30,2213.7653,Blended (Graham+PE),188.01,195.0,0.74,328.6728,Yes,,,,,,,,,,,,,,,,,
2026-08-12,ORAS,727.0,Watch,Yes,Yes,No,Yes,56.04,,,725.1968,697.3419,728.5781,728.646,736.8,EGX30,107.1044,Blended (Graham+PE),,,5.19,13.68,Yes,,,,,,,,,,,,,,,,,
2026-08-12,ORWE,26.5,Watch,Yes,Yes,No,Yes,71.68,3.854,0.627,25.1111,24.5291,27.1036,28.0998,27.5738,EGX30,42.2768,Blended (Graham+PE),22.65,23.47,8.48,3.0797,Yes,,,,,,,,,,,,,,,,,
2026-08-12,PHDC,15.17,Watch,Yes,Yes,No,Yes,53.5,1.054,1.411,15.0874,14.58,15.3884,15.7147,15.7933,EGX30,39.2141,Blended (Graham+PE),14.58,16.08,3.52,4.3947,Yes,,,,,,,,,,,,,,,,,
2026-08-12,ETEL,108.49,Buy,Yes,Yes,No,Yes,58.34,1.015,1.774,106.123,96.7208,110.3933,111.0823,114.4842,EGX30,314.9629,Blended (Graham+PE),93.01,111.2082,2.94,37.7644,Yes,,,,,,,,,,,,,,,,,
2026-08-12,RMDA,6.5,Watch,No,Yes,No,Yes,66.57,1.236,0.299,6.2204,5.0119,6.9048,7.247,7.0663,EGX30,4.0289,Blended (Graham+PE),4.94,5.15,16.36,0.4066,Yes,,,,,,,,,,,,,,,,,
2026-08-12,AMER,6.91,Watch,No,Yes,No,Yes,82.26,1.532,0.975,5.974,3.0,7.1178,8.7,9.7413,EGX70,,,2.52,4.65,,,Yes,,,,,,,,,,,,,,,,,
2026-08-12,ARAB,0.246,Watch,No,Yes,No,Yes,56.96,0.939,0.0,0.2453,0.2328,0.2555,0.267,0.296,EGX70,0.2357,USD-Comparison (fallback),0.232,0.256,,,No,,,,,,,,,,,,,,,,,
2026-08-12,COSG,1.72,Watch,No,Yes,No,Yes,59.58,0.336,0.55,1.6934,1.6393,1.737,1.76,1.803,EGX70,1.6963,USD-Comparison (fallback),1.6,1.74,,-0.0948,No,,,,,,,,,,,,,,,,,
2026-08-12,POUL,39.6,Buy,Yes,Yes,No,Yes,58.29,0.374,1.703,38.985,37.1177,40.1683,40.4652,40.6333,EGX70,168.6275,Blended (Graham+PE),36.5,41.0,1.91,20.9065,Yes,,,,,,,,,,,,,,,,,
2026-08-12,PRCL,34.9,Buy,Yes,Yes,No,Yes,52.03,0.318,1.062,34.35,34.1752,37.3616,37.5748,38.2267,EGX70,35.1306,USD-Comparison (fallback),34.35,37.8,,,No,,,,,,,,,,,,,,,,,
2026-08-12,ETRS,10.87,Watch,No,Yes,No,Yes,60.11,0.637,0.618,10.7179,10.4638,10.9892,11.0391,11.15,EGX70,10.4668,USD-Comparison (fallback),10.21,10.7866,,,No,,,,,,,,,,,,,,,,,
2026-08-12,OBRI,32.94,Hold,Yes,Yes,No,No,44.16,0.872,0.821,31.559,30.6596,33.025,35.888,36.9484,EGX70,33.7942,USD-Comparison (fallback),31.61,36.7,21.16,1.557,No,,,,,,,,,,,,,,,,,
2026-08-12,NIPH,398.0,Watch,No,Yes,No,Yes,72.55,2.369,0.0,345.23,285.5432,425.7287,465.978,444.7264,EGX70,179.7178,Blended (Graham+PE),209.0,242.0,14.51,21.3686,Yes,,,,,,,,,,,,,,,,,
2026-08-12,SWDY,107.11,Buy,Yes,Yes,No,Yes,66.66,2.121,2.89,104.0959,91.8,112.7181,115.15,119.3727,EGX70,158.5396,Blended (Graham+PE),91.8,114.5,6.45,16.937,Yes,,,,,,,,,,,,,,,,,
2026-08-12,ENGC,49.46,Watch,Yes,Yes,No,Yes,70.53,0.976,3.11,44.741,42.2041,57.9833,64.6044,61.1085,EGX70,110.8977,Blended (Graham+PE),40.11,44.89,4.12,12.1703,Yes,,,,,,,,,,,,,,,,,
2026-08-12,ZEOT,12.97,Watch,No,Yes,No,Yes,64.21,0.306,0.094,12.3552,11.6271,13.1767,13.3406,13.4002,EGX70,,,10.4,13.77,,,Yes,,,,,,,,,,,,,,,,,
2026-08-12,BIOC,514.0,Watch,Yes,Yes,No,Yes,78.08,3.173,0.0,340.3,284.6698,524.1933,584.0556,677.1702,EGX70,15348.4214,Blended (Graham+PE),70.0,74.2,0.16,2457.1221,Yes,,,,,,,,,,,,,,,,,
2026-08-12,IFAP,22.1,Watch,No,Yes,No,Yes,76.73,2.328,3.741,20.83,19.5285,22.1164,22.2233,22.7555,EGX70,,,19.51,22.2,,,Yes,,,,,,,,,,,,,,,,,
2026-08-12,ICFC,17.3,Watch,Yes,Yes,No,Yes,73.86,2.286,5.443,16.18,15.5094,17.9833,18.8849,18.4089,EGX70,17.3536,USD-Comparison (fallback),15.43,16.96,,,Yes,,,,,,,,,,,,,,,,,
2026-08-12,ISMA,34.9,Watch,No,Yes,No,Yes,78.95,0.53,2.68,31.72,30.852,35.1006,36.1333,42.2933,EGX70,,,26.54,36.45,,,Yes,,,,,,,,,,,,,,,,,
2026-08-12,LCSW,34.45,Watch,Yes,Yes,No,Yes,54.53,1.737,1.042,34.423,31.5439,36.5522,37.2651,38.3133,EGX70,65.4168,Blended (Graham+PE),30.2,37.0,10.05,3.4842,No,,,,,,,,,,,,,,,,,
2026-08-12,MPCO,2.21,Watch,No,Yes,No,Yes,73.98,2.126,4.506,2.035,1.9752,2.2267,2.5267,2.7145,EGX70,,,1.82,2.07,,,Yes,,,,,,,,,,,,,,,,,
2026-08-12,ATQA,10.95,Watch,Yes,Yes,No,Yes,76.11,1.377,7.242,10.34,10.09,11.74,12.44,12.0704,EGX70,11.2018,USD-Comparison (fallback),9.73,11.0,,,Yes,,,,,,,,,,,,,,,,,
2026-08-12,MTIE,11.97,Watch,No,Yes,No,Yes,84.22,6.107,1.538,10.785,10.3667,,,,EGX70,7.4401,Blended (Graham+PE),9.3,9.75,16.2,0.6937,Yes,,,,,,,,,,,,,,,,,
2026-08-12,RACC,10.21,Watch,No,Yes,No,Yes,54.91,0.768,2.348,10.138,9.9646,10.3064,10.6503,10.7033,EGX70,9.9186,USD-Comparison (fallback),9.91,10.26,,,No,,,,,,,,,,,,,,,,,
2026-08-12,SKPC,16.75,Hold,No,Yes,No,No,58.97,1.38,1.706,16.286,16.2789,16.9032,16.9256,16.9775,EGX70,5.3434,Blended (Graham+PE),15.61,16.77,48.73,0.34,Yes,,,,,,,,,,,,,,,,,
2026-08-12,SCEM,93.02,Buy,Yes,Yes,No,Yes,68.56,9.359,12.573,87.14,77.1826,95.2264,103.1667,129.8767,EGX70,722.8347,Blended (Graham+PE),76.75,87.99,0.99,99.8353,Yes,,,,,,,,,,,,,,,,,
2026-08-12,OCDI,34.99,Watch,No,Yes,No,Yes,83.65,2.631,3.307,31.1,29.5645,36.71,39.515,38.034,EGX70,26.9454,Blended (Graham+PE),26.6,28.7,14.65,2.3482,Yes,,,,,,,,,,,,,,,,,
2026-08-12,SVCE,10.77,Buy,Yes,Yes,No,Yes,68.7,5.471,17.246,10.3691,9.104,11.4933,12.0554,11.7586,EGX70,18.9909,Blended (Graham+PE),9.06,9.75,7.13,1.5785,Yes,,,,,,,,,,,,,,,,,
2026-08-12,MOED,0.684,Avoid,Yes,No,Yes,No,44.11,5.427,3.466,,,,,,EGX70,0.6894,USD-Comparison (fallback),0.675,0.721,,,No,,,,,,,,,,,,,,,,,
2026-08-12,RREI,4.62,Watch,No,Yes,No,Yes,61.04,0.865,0.111,4.4961,3.7589,4.9278,5.146,5.2367,UNINDEX,,,3.72,4.98,,,Yes,,,,,,,,,,,,,,,,,
2026-08-12,ADIB,54.02,Watch,Yes,Yes,No,Yes,68.1,0.698,0.879,52.1591,48.2733,54.8285,55.1533,56.4062,EGX30,132.4291,Blended (Graham+PE),46.02,53.4,3.88,13.9097,Yes,,,,,,,,,,,,,,,,,
2026-08-12,MFPC,38.0,Watch,Yes,Yes,No,No,55.17,1.935,1.889,37.8152,36.1838,38.25,38.3912,38.5567,EGX70,45.5196,Blended (Graham+PE),35.7739,37.89,9.12,4.1304,Yes,,,,,,,,,,,,,,,,,
2026-08-12,NCCW,5.97,Buy,Yes,Yes,No,Yes,58.2,1.028,1.742,5.9508,5.82,6.0126,6.2083,6.2624,EGX70,6.2185,USD-Comparison (fallback),5.82,6.28,,,Yes,,,,,,,,,,,,,,,,,
2026-08-12,EALR,384.31,Watch,No,Yes,No,Yes,55.87,1.35,2.004,383.8017,360.0,396.4266,423.2347,436.6533,UNINDEX,379.7133,USD-Comparison (fallback),360.0,390.0,486.28,0.7903,Yes,,,,,,,,,,,,,,,,,
2026-08-12,AALR,292.93,Watch,No,Yes,No,Yes,64.41,0.78,1.511,288.0,221.6915,307.9633,308.8515,319.1186,UNINDEX,,,200.0,317.99,,,Yes,,,,,,,,,,,,,,,,,
2026-08-12,KABO,8.59,Watch,No,Yes,No,Yes,65.97,0.426,0.385,8.2936,7.8453,8.7551,8.8815,9.2333,EGX70,,,7.75,8.9,,,No,,,,,,,,,,,,,,,,,
2026-08-12,MCRO,1.58,Watch,No,Yes,No,Yes,63.33,1.57,0.374,1.5028,1.4791,1.5828,1.6553,1.6772,EGX70,0.5519,Blended (Graham+PE),1.32,1.68,36.1,0.0438,Yes,,,,,,,,,,,,,,,,,
2026-08-12,GGCC,1.13,Watch,No,Yes,No,Yes,74.41,1.303,0.253,0.9342,0.805,1.2073,1.2473,1.6633,UNINDEX,,,0.805,0.94,16.38,0.069,Yes,,,,,,,,,,,,,,,,,
2026-08-12,INEG,0.526,Avoid,Yes,No,Yes,Yes,58.33,1.654,1.794,,,,,,UNINDEX,0.554,USD-Comparison (fallback),0.507,0.546,,,No,,,,,,,,,,,,,,,,,
2026-08-12,CPCI,540.0,Watch,No,Yes,No,Yes,68.91,1.154,1.348,518.5,484.2,549.3833,574.9967,693.9967,UNINDEX,,,440.01,520.0,,,Yes,,,,,,,,,,,,,,,,,
2026-08-12,AXPH,1321.0,Watch,No,Yes,No,Yes,65.13,1.181,1.134,1290.78,1169.8863,1341.2533,1343.061,1371.9165,UNINDEX,,,1122.0,1439.0,,,Yes,,,,,,,,,,,,,,,,,
2026-08-12,MBSC,351.25,Watch,Yes,Yes,No,Yes,91.63,12.774,16.426,306.56,249.5651,,,,UNINDEX,495.0035,Blended (Graham+PE),249.1856,249.0,5.91,53.7908,Yes,,,,,,,,,,,,,,,,,
2026-08-12,MILS,194.67,Watch,No,Yes,No,Yes,59.97,5.213,3.152,184.3983,177.8545,208.4527,219.2583,224.8967,UNINDEX,,,127.01,197.49,,,No,,,,,,,,,,,,,,,,,
2026-08-12,ZMID,7.68,Watch,No,Yes,No,Yes,65.97,0.769,1.121,7.4472,7.0979,7.8167,7.9591,8.4633,EGX70,6.4613,Blended (Graham+PE),7.06,7.79,12.58,0.6079,No,,,,,,,,,,,,,,,,,
2026-08-12,AMIA,12.85,Watch,No,Yes,No,Yes,72.46,0.219,1.587,11.12,9.4033,13.4067,14.0151,16.3367,EGX70,,,8.74,13.5,14.33,0.8969,Yes,,,,,,,,,,,,,,,,,
2026-08-12,MISR,5.51,Watch,Yes,Yes,No,Yes,48.33,0.0,0.0,5.4298,5.42,5.69,5.7031,5.7669,UNINDEX,5.525,USD-Comparison (fallback),,5.56,,-0.0875,No,,,,,,,,,,,,,,,,,
2026-08-12,MPCI,374.0,Watch,No,Yes,No,Yes,71.48,1.172,1.745,348.66,328.1,391.7747,398.9,418.0917,EGX70,,,204.36,339.0,16.42,22.7816,Yes,,,,,,,,,,,,,,,,,
2026-08-12,TALM,18.89,Watch,No,Yes,No,Yes,67.29,3.342,0.732,17.823,17.7816,19.0869,19.6033,19.9816,EGX70,16.9483,Blended (Graham+PE),15.68,19.59,9.64,1.9194,Yes,,,,,,,,,,,,,,,,,
2026-08-12,LUTS,0.994,Watch,No,Yes,No,Yes,87.47,7.144,6.77,0.7945,0.687,,,,UNINDEX,,,0.687,0.793,,,Yes,,,,,,,,,,,,,,,,,
2026-08-12,INFI,160.7,Watch,No,Yes,No,Yes,73.84,3.583,3.035,144.1607,128.1113,170.675,183.9321,176.9323,UNINDEX,,,114.25,111.0,,,Yes,,,,,,,,,,,,,,,,,
2026-08-12,EPCO,12.07,Watch,No,Yes,No,Yes,65.83,1.006,1.81,11.275,10.6157,12.2291,12.432,13.44,UNINDEX,,,10.32,11.74,,,Yes,,,,,,,,,,,,,,,,,
2026-08-12,EGAS,60.23,Watch,Yes,Yes,No,Yes,71.94,0.876,0.849,58.1,50.0,62.6569,64.6233,67.1152,EGX33,62.9934,Blended (Graham+PE),50.0,67.7,11.54,5.2,Yes,,,,,,,,,,,,,,,,,
2026-08-12,MASR,7.75,Watch,Yes,Yes,No,Yes,46.61,1.951,0.733,7.5978,7.4249,8.3951,8.5436,8.58,EGX33,24.5148,Blended (Graham+PE),6.71,7.69,2.97,2.5269,No,,,,,,,,,,,,,,,,,
2026-08-12,OLFI,25.8,Avoid,Yes,No,Yes,Yes,69.5,4.996,0.342,,,,,,EGX33,34.8701,Blended (Graham+PE),22.25,23.95,5.53,4.3023,Yes,,,,,,,,,,,,,,,,,
2026-08-12,ORHD,41.95,Watch,Yes,Yes,No,Yes,59.96,0.766,0.594,41.0,39.3581,42.4633,43.4486,45.6033,EGX30,122.5816,Blended (Graham+PE),38.4,44.0,2.94,14.4113,Yes,,,,,,,,,,,,,,,,,
2026-08-12,MBEG,5.93,Watch,No,Yes,No,Yes,78.14,2.356,0.034,4.97,4.6334,6.0033,6.52,6.2472,UNINDEX,,,4.14,4.65,,,Yes,,,,,,,,,,,,,,,,,
2026-08-13,AMOC,10.3,Watch,Yes,Yes,No,Yes,78.43,3.087,0.99,9.1045,8.7035,11.3133,12.4177,11.8346,EGX30,12.3709,Blended (Graham+PE),8.24,9.77,7.83,1.22,Yes,,,,,,,,,,,,,,,,,
2026-08-13,ARCC,74.2,Watch,Yes,Yes,No,Yes,80.88,3.214,5.876,72.96,63.7,,,,EGX30,512.4231,Blended (Graham+PE),55.4,58.5,1.0,74.8571,Yes,,,,,,,,,,,,,,,,,
2026-08-13,EFID,32.7,Watch,No,Yes,No,Yes,77.2,1.388,1.254,29.7914,27.9427,33.2094,34.9184,34.016,EGX30,24.7509,Blended (Graham+PE),27.49,28.99,11.77,2.7185,Yes,,,,,,,,,,,,,,,,,
2026-08-13,EFIH,24.21,Watch,No,Yes,No,Yes,59.58,2.044,0.691,23.607,22.8106,24.3367,24.6061,24.7261,EGX30,7.6978,Blended (Graham+PE),22.15,23.65,31.84,0.7404,Yes,,,,,,,,,,,,,,,,,
2026-08-13,EGAL,332.52,Watch,Yes,Yes,No,Yes,72.39,1.124,5.27,324.0,300.6397,355.5967,371.395,363.0535,EGX30,691.0764,Blended (Graham+PE),294.5,344.99,3.96,84.7478,Yes,,,,,,,,,,,,,,,,,
2026-08-13,ISPH,13.55,Watch,Yes,Yes,No,Yes,59.8,1.255,0.0,13.4764,12.6679,14.7875,15.443,15.097,EGX30,30.0448,Blended (Graham+PE),11.3,16.93,3.67,3.7186,Yes,,,,,,,,,,,,,,,,,
2026-08-13,JUFO,27.2,Buy,No,Yes,No,Yes,69.94,1.884,2.897,26.51,23.5774,28.2645,29.1253,30.1243,EGX30,22.698,Blended (Graham+PE),26.51,27.6942,12.39,2.179,Yes,,,,,,,,,,,,,,,,,
